,Title,URL,ID,BERT label,BERT label words,TFIDF label,TFIDF label words,BERT + TFIDF label,BERT + TFIDF label words,Comment Count,Time elapsed (mins),Upvotes,Upvote Ratio
Post 11,"[PSU] Seasonic - SSR-650GB3, 650W 80+ Bronze PSU, ATX12V/EPS12V, Direct Output, Smart & Silent Fan Control, 5 yr Warranty - $49.99",https://www.bestbuy.com/site/seasonic-ssr-650gb3-650w-80-bronze-psu-atx12v-eps12v-direct-output-smart-silent-fan-control-5-yr-warranty-black/6414267.p?skuId=6414267,ke1siw,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",11,"[('-', 3), ('[psu]', 2), ('seasonic', 2), ('80+', 2), ('ssr-650gb3,', 1), ('650w', 1), ('bronze', 1), ('psu,', 1), ('atx12v/eps12v,', 1), ('direct', 1)]",8,"[('-', 3), ('[psu]', 2), ('seasonic', 2), ('80+', 2), ('ssr-650gb3,', 1), ('650w', 1), ('bronze', 1), ('psu,', 1), ('atx12v/eps12v,', 1), ('direct', 1)]",22,622.0,78,0.89
Post 12,[FANS] Antec 120mm RGB Fan (non addressable) - $6.99 each,https://www.amazon.com/Antec-120mm-RGB-F12-Single/dp/B088D3VVBP,kdsuu2,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",13,"[('antec', 2), ('120mm', 2), ('rgb', 2), ('fan', 2), ('-', 2), ('[fan]', 2), ('prizm', 2), ('fans,', 2), ('[fans]', 1), ('(non', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",47,130.0,72,0.87
Post 13,"[Monitor] Dell S2721DGF 27.0"" 1440p 165 Hz - $414 (10% off with newsletter)",https://www.dell.com/en-us/shop/dell-27-gaming-monitor-s2721dgf/apd/210-axeh/monitors-monitor-accessories,keb5s2,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",5,"[('[monitor]', 2), ('dell', 2), ('s2721dgf', 2), ('-', 2), ('27.0""', 1), ('1440p', 1), ('165', 1), ('hz', 1), ('$414', 1), ('(10%', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",86,1310.0,106,0.97
Post 14,[FAN] Noctua NF-A12x15 PWM SLIM FAN IN STOCK ($19.95 + $3.94 Shipping),https://www.newegg.com/noctua-nf-a12x15-pwm-case-fan/p/1YF-000T-00091,kdyj60,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",13,"[('antec', 2), ('120mm', 2), ('rgb', 2), ('fan', 2), ('-', 2), ('[fan]', 2), ('prizm', 2), ('fans,', 2), ('[fans]', 1), ('(non', 1)]",7,"[('-', 6), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('pwm', 2), ('fan', 2), ('stock', 2), ('[case]', 2), ('$20', 2)]",22,428.0,67,0.85
Post 15,"[Monitor] HP 27"" 1080p LCD Monitor, P27h 75hz IPS 5 ms - $99",https://www.officedepot.com/a/products/9101144/HP-27-Full-HD-LCD-Monitor/,ke0rmq,7,"[('[monitor]', 4), ('-', 3), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('1080p', 2), ('lcd', 2), ('ips', 2), ('aoc', 1), ('c24g1a', 1)]",4,"[('[monitor]', 5), ('-', 5), ('ips', 3), ('aoc', 2), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('in', 2), ('stock', 2), ('27""', 2)]",6,"[('[monitor]', 4), ('-', 3), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('1080p', 2), ('lcd', 2), ('ips', 2), ('aoc', 1), ('c24g1a', 1)]",19,559.0,61,0.79
Post 16,[Ram] Crucial Ballistix 3600 MHz DDR4 DRAM Desktop Gaming Memory Kit 32GB (16GBx2) CL16 BL2K16G36C16U4W (WHITE) Desktop Memory Restock- $149.99,https://www.newegg.com/amp/ballistix-32gb-288-pin-ddr4-sdram/p/N82E16820164196,ke1ijh,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",47,604.0,58,0.8200000000000001
Post 17,"[Laptop] MSI GF65 Thin 9SD-656 15.6"" Gaming Notebook i5-9300H 1080p 144hz IPS 512GB NVMe 8GB RAM GTX 1660 Ti - $699",https://www.walmart.com/ip/MSI-GF65-Thin-9SD-656-15-6-Gaming-Notebook-Core-i5-9300H-8GB-RAM-512GB-SSD-1920-x-1080-NVIDIA-GeForce-GTX-1660-Ti-Windows-10-Home-Black/341407145,kdxrda,9,"[('-', 3), ('[laptop]', 2), ('5', 2), ('gtx', 2), ('1080p', 2), ('15.6""', 2), ('gb', 2), ('lenovo', 1), ('legion', 1), ('laptop:', 1)]",2,"[('-', 3), ('[laptop]', 2), ('5', 2), ('gtx', 2), ('1080p', 2), ('15.6""', 2), ('gb', 2), ('lenovo', 1), ('legion', 1), ('laptop:', 1)]",10,"[('-', 3), ('[laptop]', 2), ('5', 2), ('gtx', 2), ('1080p', 2), ('15.6""', 2), ('gb', 2), ('lenovo', 1), ('legion', 1), ('laptop:', 1)]",41,384.0,51,0.79
Post 18,[Keyboard] Razer Blackwidow TE Mechanical Keyboard - $69.99 - Free shipping for Prime members,https://sellout.woot.com/offers/razer-blackwidow-mechanical-keyboard-5?ref=w_cnt_lnd_cat_pc_4_24,kdzo01,3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",29,494.0,52,0.8200000000000001
Post 19,[Case] Cooler Master H500 ARGB Airflow - $79.99 ($119.99 - $20 - $20 MIR) Amazon,https://www.amazon.com/Cooler-Master-MasterCase-Mid-Tower-Controller/dp/B07DRVHBWK/ref=sr_1_3?dchild=1&keywords=Cooler+Master+MasterCase+H500+ARGB+Airflow&qid=1608066049&sr=8-3,kduhf5,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",7,"[('-', 6), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('pwm', 2), ('fan', 2), ('stock', 2), ('[case]', 2), ('$20', 2)]",48,209.0,48,0.81
Post 20,[RAM] XPG SPECTRIX D60G RGB 32GB (2x16GB) 3600MHz CL18 - $129.99,https://www.newegg.com/xpg-32gb-288-pin-ddr4-sdram/p/0RN-00KG-000J4,ke03ds,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",18,520.0,49,0.84
Post 21,[SSD] Silicon Power 1TB NVMe 4.0 Gen4 PCIe M.2 SSD - $147.99 (For Prime Members),https://amazon.com/gp/product/B089M1MSSC/ref=ppx_yo_dt_b_asin_title_o00_s00?ie=UTF8&psc=1,kdvzs2,8,"[('-', 4), ('[ssd]', 3), ('1tb', 3), ('ssd', 3), ('sk', 2), ('hynix', 2), ('gold', 2), ('internal', 2), ('(clip', 2), ('coupon)', 2)]",8,"[('-', 9), ('[ssd]', 7), ('1tb', 7), ('ssd', 6), ('internal', 4), ('nvme', 4), ('m.2', 4), ('sata', 3), ('iii', 3), ('sk', 2)]",9,"[('-', 4), ('[ssd]', 3), ('1tb', 3), ('ssd', 3), ('sk', 2), ('hynix', 2), ('gold', 2), ('internal', 2), ('(clip', 2), ('coupon)', 2)]",31,288.0,46,0.75
Post 22,"[PSU] Seasonic FOCUS PX-750, 750W 80+ Platinum Full-Modular - $139.99",https://smile.amazon.com/gp/product/B07W4PLZWH/,ke599m,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",11,"[('-', 3), ('[psu]', 2), ('seasonic', 2), ('80+', 2), ('ssr-650gb3,', 1), ('650w', 1), ('bronze', 1), ('psu,', 1), ('atx12v/eps12v,', 1), ('direct', 1)]",8,"[('-', 3), ('[psu]', 2), ('seasonic', 2), ('80+', 2), ('ssr-650gb3,', 1), ('650w', 1), ('bronze', 1), ('psu,', 1), ('atx12v/eps12v,', 1), ('direct', 1)]",21,876.0,42,0.85
Post 23,"[CASE + PSU] Rosewill ATX + Rosewill 80 Plus Gold 750W - $129.99 (was $229, you need to add both to basket, discount in checkout)",https://www.amazon.com/gp/product/B07QJDCD1M,kdskhq,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",10,"[('+', 6), ('rosewill', 4), ('[case', 2), ('wireless', 2), ('face', 2), ('atx', 2), ('-', 2), ('keyboard/mouse', 1), ('masks]', 1), ('fbm-x2', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",27,116.0,37,0.77
Post 24,[Mouse Keyboard combo] HP C2500 Desktop - $7.19 or $5 if you sign up for HP rewards (Code:JUMPNBACCY10),https://store.hp.com/us/en/pdp/hp-c2500-desktop,ke4i3m,3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",3,814.0,34,0.77
Post 25,[Case] Antec Performance Series P82 Flow ATX Mid-Tower Case w/ 4 x 140mm Fans (Newegg - $36 plus $5 Shipping after $25 Mail-In Rebate),https://www.newegg.com/black-antec-p82-flow-atx-micro-atx-mid-tower/p/N82E16811129258?Description=Antec%20Performance%20Series%20P82&cm_re=Antec_Performance%20Series%20P82-_-11-129-258-_-Product,kdyan8,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",7,"[('-', 6), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('pwm', 2), ('fan', 2), ('stock', 2), ('[case]', 2), ('$20', 2)]",36,414.0,34,0.75
Post 26,[Monitor] Dell S2721DGF - $459 ($569-$100),https://www.dell.com/en-us/shop/accessories/apd/210-axeh?gacd=9614064-1014-5761040-266794588-0&dgc=st&&gclid=CjwKCAiA_eb-BRB2EiwAGBnXXpcW1lvxHfFF9NPwWlK9q28QA9jGUGe_PwILRXlMmPlBdyF_wDMk1xoCtH0QAvD_BwE&gclsrc=aw.ds,ke9l09,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",5,"[('[monitor]', 2), ('dell', 2), ('s2721dgf', 2), ('-', 2), ('27.0""', 1), ('1440p', 1), ('165', 1), ('hz', 1), ('$414', 1), ('(10%', 1)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",89,1219.0,34,0.79
Post 27,[Mouse] Logitech Precision Pro Wireless Mouse - $19.99 (4.99 shipping or pick it up in a local warehouse),https://www.costco.com/logitech-precision-pro-wireless-mouse.product.100527136.html,ke2zuz,3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",3,"[('-', 6), ('keyboard', 3), ('[keyboard]', 2), ('shipping', 2), ('hp', 2), ('razer', 1), ('blackwidow', 1), ('te', 1), ('mechanical', 1), ('$69.99', 1)]",13,702.0,30,0.75
Post 28,[Flash Drive] Samsung MUF-256AB/AM FIT Plus 256GB - 300MB/s USB 3.1 Flash Drive - $23.18,https://smile.amazon.com/Samsung-MUF-256AB-AM-Plus-256GB/dp/B07D7Q41PM/,ke2d41,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",14,660.0,32,0.75
Post 29,[Prebuilt] MSI - Aegis RS Gaming Desktop - Intel Core i7-10700KF - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD - $1899.99,https://www.bestbuy.com/site/msi-aegis-rs-gaming-desktop-intel-core-i7-10700kf-16gb-memory-nvidia-geforce-rtx-3080-1tb-ssd-black-black/6439310.p?skuId=6439310,kea5tc,10,"[('-', 6), ('geforce', 2), ('[prebuilt]', 1), ('msi', 1), ('aegis', 1), ('rs', 1), ('gaming', 1), ('desktop', 1), ('intel', 1), ('core', 1)]",6,"[('-', 13), ('desktop', 5), ('gaming', 4), ('keyboard', 4), ('memory', 3), ('[keyboard]', 3), ('razer', 3), ('hp', 3), ('free', 2), ('[prebuilt]', 2)]",11,"[('-', 6), ('gaming', 3), ('[prebuilt]', 2), ('desktop', 2), ('geforce', 2), ('msi', 1), ('aegis', 1), ('rs', 1), ('intel', 1), ('core', 1)]",26,1253.0,37,0.8
Post 30,"[COOLER] Noctua NH-D15S chromax.Black, Premium Dual-Tower CPU Cooler - $89.90 (MSRP) Amazon (In Stock on December 26)",https://smile.amazon.com/Noctua-NH-D15S-chromax-Black-Premium-Dual-Tower/dp/B08HM1T6RL/ref=sr_1_1?dchild=1&keywords=nhd15s+chromaxblack&qid=1608111738&sr=8-1,ke6ajl,5,"[('-', 9), ('[psu]', 3), ('80+', 3), ('fan', 3), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('seasonic', 2), ('pwm', 2)]",14,"[('[cooler]', 2), ('noctua', 2), ('nh-d15s', 2), ('chromax.black,', 2), ('premium', 2), ('dual-tower', 2), ('cpu', 2), ('cooler', 2), ('-', 1), ('$89.90', 1)]",7,"[('-', 6), ('noctua', 3), ('cooler', 3), ('[cooler]', 3), ('cpu', 3), ('pwm', 2), ('fan', 2), ('stock', 2), ('[case]', 2), ('$20', 2)]",1,968.0,28,0.79
Post 31,"[Monitor] AOC 27"" Q27V3 2560x1440 75Hz 5ms IPS Monitor - $129.99 ($179.99-$50) - Back in Stock",https://www.officedepot.com,ke67o9,-1,"[('-', 25), ('rgb', 5), ('gaming', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3)]",4,"[('[monitor]', 5), ('-', 5), ('ips', 3), ('aoc', 2), ('gaming', 2), ('monitor,', 2), ('fhd', 2), ('in', 2), ('stock', 2), ('27""', 2)]",-1,"[('-', 25), ('rgb', 5), ('[ssd]', 4), ('1tb', 4), ('$129.99', 4), ('iii', 3), ('[case]', 3), ('ssd', 3), ('[monitor]', 3), ('gaming', 3)]",21,961.0,23,0.79
Post 32,[Motherboard] MSI X570 Tomahawk Wi-Fi - $219.99 (Retail),https://www.amazon.com/gp/product/B0892R8PDJ/,ke4n28,0,"[('7', 3), ('-', 3), ('ryzen', 2), ('5800x', 2), ('$449', 2), ('[ryzen', 1), ('5800x]', 1), ('8-core', 1), ('[motherboard]', 1), ('msi', 1)]",-1,"[('-', 16), ('[case]', 3), ('[psu]', 2), ('black', 2), ('$20', 2), ('amazon', 2), ('rgb', 2), ('4', 2), ('x', 2), ('plus', 2)]",0,"[('7', 3), ('-', 3), ('ryzen', 2), ('5800x', 2), ('$449', 2), ('[ryzen', 1), ('5800x]', 1), ('8-core', 1), ('[motherboard]', 1), ('msi', 1)]",22,825.0,26,0.8200000000000001
